iter	MultiClass
409	0.3691713398
410	0.3680329345
411	0.3671196532
412	0.3669444013
413	0.3654881801
414	0.365085444
415	0.3637053389
416	0.3631013688
417	0.362130714
418	0.361708415
419	0.3608190492
420	0.360151004
421	0.3594737014
422	0.359172822
423	0.3581257956
424	0.3574444662
425	0.3566999126
426	0.3557247065
427	0.3552076457
428	0.3536644907
429	0.3524052531
430	0.3514892518
431	0.350666491
432	0.3502500251
433	0.3490525894
434	0.3483549285
435	0.3471850704
436	0.3463802299
437	0.3451792881
438	0.3442907858
439	0.3433303984
440	0.3421721593
441	0.3416825961
442	0.3412914289
443	0.3406764593
444	0.3402586434
445	0.3397026448
446	0.3394149011
447	0.3385345172
448	0.3372346478
449	0.3359683451
450	0.3354390124
451	0.3348527548
452	0.333640426
453	0.3333538015
454	0.3322818124
455	0.3316041423
456	0.3305671228
457	0.329212521
458	0.3282143496
459	0.3277738657
460	0.3267540445
461	0.326168653
462	0.325709547
463	0.325397189
464	0.3246267851
465	0.3242327791
466	0.3231295872
467	0.3223593725
468	0.3210377122
469	0.3203942065
470	0.3194993042
471	0.3188350797
472	0.318096097
473	0.3177537592
474	0.3166337556
475	0.3163753955
476	0.3151845087
477	0.3143855751
478	0.3139385896
479	0.3131141526
480	0.3126138746
481	0.312431516
482	0.3121227974
483	0.3119056501
484	0.3114214629
485	0.3111097627
486	0.3105971041
487	0.3103601583
488	0.3097923499
489	0.3093979839
490	0.3090390702
491	0.3086987654
492	0.307956618
493	0.3073037123
494	0.3068648532
495	0.3060473777
496	0.305618238
497	0.3048711957
498	0.3035751395
499	0.3031898468
500	0.3023241058
501	0.3018065433
502	0.3009902211
503	0.3007502874
504	0.3002452079
505	0.2997740013
506	0.299181099
507	0.2986253321
508	0.2984559187
509	0.2975133136
510	0.2970115993
511	0.2963029091
512	0.2953317078
513	0.2945484714
514	0.2935943317
515	0.2930393965
516	0.2923910219
517	0.2910968624
518	0.2903559054
519	0.2897718486
520	0.2892920531
521	0.2888173663
522	0.2883223098
523	0.2878106205
524	0.2874273523
525	0.2869207125
526	0.2858388583
527	0.2851770234
528	0.2848836681
529	0.2843939435
530	0.2840730296
531	0.2836664343
532	0.2830140798
533	0.2825993411
534	0.2821711613
535	0.2818773885
536	0.2813142959
537	0.2809181161
538	0.2801351427
539	0.2794500327
540	0.2789091286
541	0.2781909446
542	0.2778334263
543	0.2773200438
544	0.2767927403
545	0.2762984
546	0.2756309526
547	0.274862915
548	0.2740066975
549	0.2732892669
550	0.2728929993
551	0.2725707631
552	0.271815568
553	0.2711160149
554	0.2706236529
555	0.2698690383
556	0.2689711031
557	0.2683886808
558	0.2678786323
559	0.2676573195
560	0.2674669582
561	0.2672005534
562	0.266755051
563	0.2663041498
564	0.2659215959
565	0.2653696699
566	0.2651182606
567	0.2648927219
568	0.2646764593
569	0.2642186147
570	0.2639036299
571	0.2636090438
572	0.2631946983
573	0.2627173098
574	0.2622914236
575	0.2612869665
576	0.2607069428
577	0.2603474006
578	0.2598515274
579	0.2595601838
580	0.2586614684
581	0.2578028944
582	0.2570478267
583	0.2562949611
584	0.2556913034
585	0.2552639652
586	0.2547528977
587	0.2538079549
588	0.2530380843
589	0.252765597
590	0.2524315845
591	0.2518600493
592	0.2514589401
593	0.2509491141
594	0.2503541012
595	0.2497275098
596	0.2491095158
597	0.248780273
598	0.2481321196
599	0.2477272873
600	0.2471687029
601	0.2470229203
602	0.2464491412
603	0.2463189965
604	0.2460655053
605	0.245895451
606	0.2456686259
607	0.245240739
608	0.2444653411
609	0.2441529679
610	0.2438000347
611	0.2434451191
612	0.242786912
613	0.2424597906
614	0.241699035
615	0.2414003514
616	0.2408166077
617	0.2402319807
618	0.2398594791
619	0.2393242305
620	0.2389948554
621	0.2382827313
622	0.2376275295
623	0.2372956092
624	0.2369061836
625	0.2362245143
626	0.2353930677
627	0.2346557849
628	0.2343942747
629	0.2342152001
630	0.2337335021
631	0.2329232199
632	0.2323311405
633	0.2319915695
634	0.2311503307
635	0.2306618748
636	0.2301452085
637	0.2298510128
638	0.2297022184
639	0.2291087786
640	0.2284991707
641	0.2281396592
642	0.2278917923
643	0.2277162177
644	0.2272590405
645	0.2267988775
646	0.2264026452
647	0.2263079653
648	0.2256840641
649	0.2251188473
650	0.2248350751
651	0.2244724084
652	0.2239253062
653	0.2236716796
654	0.2234173306
655	0.2231237178
656	0.2229258728
657	0.2225457715
658	0.2223856575
659	0.221968897
660	0.2214415144
661	0.2212070585
662	0.2205777514
663	0.2199173465
664	0.2197088313
665	0.2193867921
666	0.2191702396
667	0.2188501529
668	0.2183504303
669	0.2181821032
670	0.2180554987
671	0.2177460698
672	0.2175193583
673	0.2171444953
674	0.2166877706
675	0.2161565225
676	0.2155050155
677	0.2151504609
678	0.2147206103
679	0.2141164267
680	0.2139771105
681	0.2136456988
682	0.2133647767
683	0.2128300179
684	0.2125496939
685	0.2119279187
686	0.2116779792
687	0.2110022781
688	0.2107798067
689	0.2105513578
690	0.210261139
691	0.2097740065
692	0.209488168
693	0.2089732832
694	0.2086914771
695	0.2084184841
696	0.2079779514
697	0.2075691738
698	0.2072189125
699	0.2066696819
700	0.2063727229
701	0.2061999309
702	0.2056460544
703	0.205075555
704	0.2046211616
705	0.2040221446
706	0.2038809434
707	0.2033862115
708	0.2030569521
709	0.2027786975
710	0.202626562
711	0.202146681
712	0.2019856645
713	0.2017957219
714	0.2016419094
715	0.2010501261
716	0.2007431031
717	0.2003036013
718	0.1998961077
719	0.1995796061
720	0.1993790068
721	0.1992891669
722	0.1991754483
723	0.1989656005
724	0.1988070815
725	0.19845474
726	0.1978258611
727	0.1974244603
728	0.1970856721
729	0.1967702238
730	0.1962748875
731	0.1957910507
732	0.195602288
733	0.1954553147
734	0.1950672416
735	0.1945395049
736	0.1941871052
737	0.1936223384
738	0.1934301861
739	0.1930918138
740	0.1925478033
741	0.1921240533
742	0.1916984936
743	0.1915426809
744	0.1913147944
745	0.1910079103
746	0.1906618672
747	0.1903788158
748	0.1900282096
749	0.1897617046
750	0.1894208933
751	0.1892158465
752	0.1888224448
753	0.1883860512
754	0.1879896605
755	0.1876358703
756	0.1873526603
757	0.1870024145
758	0.1866119037
759	0.1863911014
760	0.1861728659
761	0.1858364105
762	0.1857396608
763	0.1851445269
764	0.1847360982
765	0.184445131
766	0.1840063859
767	0.1836257046
768	0.1832107498
769	0.1830919101
770	0.1828077701
771	0.1825780965
772	0.1824557918
773	0.1822942939
774	0.182153965
775	0.1819497372
776	0.1817462036
777	0.1813092553
778	0.181123341
779	0.1806288688
780	0.1804437574
781	0.1801703392
782	0.1798597539
783	0.1796432263
784	0.1792020121
785	0.1790687078
786	0.1787706505
787	0.1786853729
788	0.178569658
789	0.1784874479
790	0.1780335665
791	0.1779249353
792	0.1775771154
793	0.177439785
794	0.1769492539
795	0.1765834273
796	0.1762898954
797	0.1761607535
798	0.1759172491
799	0.1756242186
800	0.1753566929
801	0.1749214341
802	0.1748008156
803	0.1746158922
804	0.1745095868
805	0.1743757311
806	0.1739441737
807	0.1737630527
808	0.1735052986
809	0.1733947675
810	0.1732786184
811	0.1728851317
812	0.1727262497
813	0.1723945308
814	0.1722237695
815	0.1718351578
816	0.171443373
817	0.1711838277
818	0.1709522225
819	0.1705039975
820	0.1701153766
821	0.1698212641
822	0.169661464
823	0.1691054498
824	0.1690121854
825	0.168677531
826	0.1685026343
827	0.1682653835
828	0.1679153141
829	0.1677103686
830	0.1672792474
831	0.1670920583
832	0.166762499
833	0.1663970148
834	0.1659519838
835	0.1657962016
836	0.1653918071
837	0.165076061
838	0.1647295995
839	0.1646216848
840	0.1643766836
841	0.1642936349
842	0.1639643233
843	0.1636444893
844	0.1635353491
845	0.1632539196
846	0.1629811423
847	0.1626314442
848	0.1625335531
849	0.1621591017
850	0.1619893881
851	0.1617516034
852	0.1612872356
853	0.161177223
854	0.1609957267
855	0.1608808023
856	0.1606514674
857	0.1603413526
858	0.1600603487
859	0.1597506308
860	0.1596479598
861	0.1592591868
862	0.1591890975
863	0.1590837123
864	0.1588078228
865	0.1585036436
866	0.1582989199
867	0.1582485554
868	0.1579038348
869	0.1576520164
870	0.1574383939
871	0.1571818694
872	0.1569756074
873	0.1567855019
874	0.1564518218
875	0.1561568251
876	0.1559766754
877	0.1556740412
878	0.1554090339
879	0.1551720959
880	0.1548263849
881	0.1546564602
882	0.1543520739
883	0.1541445899
884	0.1538020972
885	0.1536641035
886	0.1533993398
887	0.1529887539
888	0.1526369176
889	0.1524214887
890	0.1520826541
891	0.1518816661
892	0.1514985573
893	0.1511158478
894	0.1509828865
895	0.1506383942
896	0.1502911056
897	0.1499820446
898	0.1496787066
899	0.1494337621
900	0.149119062
901	0.1487982719
902	0.1485502337
903	0.1483010758
904	0.1479857946
905	0.1477200058
906	0.1474743783
907	0.1472290713
908	0.1470266119
909	0.1468868961
910	0.1467212244
911	0.1464874095
912	0.1463103521
913	0.1460727531
914	0.1459663775
915	0.1457629616
916	0.1454621522
917	0.1451576978
918	0.1449440395
919	0.1447449593
920	0.1445082904
921	0.1441260823
922	0.1438252648
923	0.143579613
924	0.1432937835
925	0.1431170607
926	0.1430153957
927	0.1428220925
928	0.1426645322
929	0.1424637529
930	0.1422520083
931	0.1419104955
932	0.1418367491
933	0.1416896737
934	0.1415940385
935	0.1414612932
936	0.1413208513
937	0.1411312599
938	0.1409952512
939	0.1408856384
940	0.1406473307
941	0.1405011587
942	0.140166473
943	0.1399680017
944	0.1398257282
945	0.1394514934
946	0.1392902279
947	0.1389334349
948	0.1388036221
949	0.1386806888
950	0.1384654478
951	0.1384205397
952	0.1382374119
953	0.1381066819
954	0.1380069459
955	0.1378542137
956	0.1376649977
957	0.1376166577
958	0.1372392244
959	0.1369462989
960	0.1366708106
961	0.1364647229
962	0.1364020881
963	0.1363562106
964	0.1361468255
965	0.1359204736
966	0.1356217703
967	0.1354211077
968	0.1351739504
969	0.1349420887
970	0.1346729877
971	0.1344960109
972	0.1342782598
973	0.1341225994
974	0.1338513423
975	0.133522619
976	0.1333017206
977	0.1332028604
978	0.1328840707
979	0.1326551966
980	0.1326001817
981	0.1324870913
982	0.1321856692
983	0.1319174681
984	0.1318186606
985	0.1315745897
986	0.1314671102
987	0.1313554567
988	0.131269051
989	0.1309270361
990	0.1307376897
991	0.1304608513
992	0.1301740742
993	0.1300594029
994	0.1299565671
995	0.129767913
996	0.1294219421
997	0.1291626074
998	0.1289252432
999	0.1287606187
